1,0.0229432,0,0.01953125,0.0390625,0,0.005015229
1,0.036516465,0,0.01953125,0.0390625,0,0.035996474
1,0.03822888,0,0.01953125,0.0390625,0,0.06700038
1,0.037004545,0,0.01953125,0.0390625,0,0.098005906
1,0.024962882,0,0.01953125,0.0390625,0,0.032975137
1,0.025541397,0,0.01953125,0.0390625,0,0.06397192
1,0.022070847,0,0.01953125,0.0390625,0,0.094969906
1,0.024549913,0,0.01953125,0.0390625,0,0.1259753
1,0.025843553,0,0.01953125,0.0390625,0,0.15697585
1,0.02752494,0,0.01953125,0.0390625,0,0.1879699
1,0.026229212,0,0.01953125,0.0390625,0,0.21898142
1,0.024543116,0,0.01953125,0.0390625,0,0.24998061
1,0.025457902,0,0.01953125,0.0390625,0,0.28097445
1,0.024140524,0,0.01953125,0.0390625,0,0.31196067
1,0.024500752,0,0.01953125,0.0390625,0,0.34297368
1,0.026808538,0,0.01953125,0.0390625,0,0.37397775
1,0.02471479,0,0.01953125,0.0390625,0,0.4049677
1,0.025123069,0,0.01953125,0.0390625,0,0.43597278
1,0.025058573,0,0.01953125,0.0390625,0,0.466971
1,0.02368126,0,0.01953125,0.0390625,0,0.49798274
1,0.024464803,0,0.01953125,0.0390625,0,0.52896905
1,0.025722817,0,0.01953125,0.0390625,0,0.5599679
1,0.024808805,0,0.01953125,0.0390625,0,0.59097373
1,0.025565892,0,0.01953125,0.0390625,0,0.62197167
1,0.024647944,0,0.01953125,0.0390625,0,0.6529642
1,0.022827346,0,0.01953125,0.0390625,0,0.68397015
1,0.025850365,0,0.01953125,0.0390625,0,0.7149662
1,0.022897273,0,0.01953125,0.0390625,0,0.745973
1,0.02470861,0,0.01953125,0.0390625,0,0.77698195
1,0.024606934,0,0.01953125,0.0390625,0,0.8079773
1,0.024970695,0,0.01953125,0.0390625,0,0.8389684
1,0.026228383,0,0.01953125,0.0390625,0,0.869994
1,0.023870243,0,0.01953125,0.0390625,0,0.9009923
1,0.02460889,0,0.01953125,0.0390625,0,0.9319857
1,0.025894303,0,0.01953125,0.0390625,0,0.9629895
1,0.025467526,0,0.01953125,0.0390625,0,0.99396867
1,0.024651598,0,0.01953125,0.0390625,0,1
1,0.023650259,0,0.01953125,0.0390625,0,1
1,0.02534185,0,0.01953125,0.0390625,0,1
1,0.025720857,0,0.01953125,0.0390625,0,1
1,0.025491089,0,0.01953125,0.0390625,0,1
1,0.025395188,0,0.01953125,0.0390625,0,1
1,0.025654903,0,0.01953125,0.0390625,0,1
1,0.024132509,0,0.01953125,0.0390625,0,1
1,0.023899313,0,0.01953125,0.0390625,0,1
1,0.023908302,0,0.01953125,0.0390625,0,1
1,0.02440834,0,0.01953125,0.0390625,0,1
1,0.024763627,0,0.01953125,0.0390625,0,1
1,0.026289199,0,0.01953125,0.0390625,0,1
1,0.02595961,0,0.01953125,0.0390625,0,1
1,0.024433574,0,0.01953125,0.0390625,0,1
1,0.02320866,0,0.01953125,0.0390625,0,1
1,0.025637241,0,0.01953125,0.0390625,0,1
1,0.023974545,0,0.01953125,0.0390625,0,1
1,0.023848388,0,0.01953125,0.0390625,0,1
1,0.025391819,0,0.01953125,0.0390625,0,1
1,0.024876941,0,0.01953125,0.0390625,0,1
1,0.026613254,0,0.01953125,0.0390625,0,1
1,0.025991155,0,0.01953125,0.0390625,0,1
1,0.024183057,0,0.01953125,0.0390625,0,1
1,0.025095109,0,0.01953125,0.0390625,0,1
1,0.02296728,0,0.01953125,0.0390625,0,1
1,0.025603456,0,0.01953125,0.0390625,0,1
1,0.024626184,0,0.01953125,0.0390625,0,1
1,0.024302755,0,0.01953125,0.0390625,0,1
1,0.024122275,0,0.01953125,0.0390625,0,1
1,0.023834515,0,0.01953125,0.0390625,0,1
1,0.025997054,0,0.01953125,0.0390625,0,1
1,0.023997618,0,0.01953125,0.0390625,0,1
1,0.024990162,0,0.01953125,0.0390625,0,1
1,0.026474912,0,0.01953125,0.0390625,0,1
1,0.026578922,0,0.01953125,0.0390625,0,1
1,0.02479321,0,0.01953125,0.0390625,0,1
1,0.025230654,0,0.01953125,0.0390625,0,1
1,0.026053946,0,0.01953125,0.0390625,0,1
1,0.027778456,0,0.01953125,0.0390625,0,1
1,0.023268754,0,0.01953125,0.0390625,0,1
1,0.02515597,0,0.01953125,0.0390625,0,1
1,0.026471518,0,0.01953125,0.0390625,0,1
1,0.026176566,0,0.01953125,0.0390625,0,1
1,0.026306469,0,0.01953125,0.0390625,0,1
1,0.024363557,0,0.01953125,0.0390625,0,1
1,0.023728404,0,0.01953125,0.0390625,0,1
1,0.025926366,0,0.01953125,0.0390625,0,1
1,0.024705697,0,0.01953125,0.0390625,0.16214131,0
1,0.026772201,0,0.01953125,0.0390625,0,0.0019837585
1,0.02535326,0,0.01953125,0.0390625,0.011328125,0
0,0.010599712,0,0,0,0,0.013999033
0,0.00613881,0,0,0,0.011598472,0
0,0.0061648707,0,0,0,0,0.010000937
0,0.005153144,0,0,0,0,0.041007493
0,0.0049461504,0,0,0,0.0090625,0
